Date,Open,High,Low,Close,Adj Close,Volume
2010-02-19,15380.000000,15540.000000,15180.000000,15200.000000,12225.998047,11094000
2010-02-22,15440.000000,15560.000000,15400.000000,15460.000000,12435.128906,11580550
2010-02-23,15480.000000,15480.000000,15120.000000,15340.000000,12338.606445,12568850
2010-02-24,15180.000000,15220.000000,15000.000000,15040.000000,12097.305664,15052500
2010-02-25,15080.000000,15160.000000,14680.000000,14720.000000,11839.912109,19273900
2010-02-26,14800.000000,14960.000000,14660.000000,14880.000000,11968.608398,15576350
2010-03-02,15220.000000,15480.000000,15120.000000,15400.000000,12386.868164,23494700
2010-03-03,15420.000000,15460.000000,15260.000000,15420.000000,12402.953125,9713550
2010-03-04,15420.000000,15440.000000,15120.000000,15220.000000,12242.084961,10205050
2010-03-05,15260.000000,15500.000000,15260.000000,15500.000000,12467.299805,11754700
2010-03-08,15800.000000,15840.000000,15700.000000,15720.000000,12644.254883,19563300
2010-03-09,15740.000000,15740.000000,15540.000000,15720.000000,12644.254883,12211750
2010-03-10,15720.000000,15740.000000,15560.000000,15680.000000,12612.083008,11367600
2010-03-11,15800.000000,15880.000000,15560.000000,15560.000000,12515.559570,19631000
2010-03-12,15560.000000,15680.000000,15420.000000,15560.000000,12515.559570,9997950
2010-03-15,15640.000000,15660.000000,15280.000000,15360.000000,12354.691406,11156550
2010-03-16,15360.000000,15400.000000,15160.000000,15300.000000,12306.430664,16548150
2010-03-17,15440.000000,15960.000000,15420.000000,15960.000000,12837.294922,21840650
2010-03-18,15900.000000,16140.000000,15900.000000,15940.000000,12821.210938,15393500
2010-03-19,16020.000000,16140.000000,15960.000000,16080.000000,12933.818359,10711200
2010-03-22,16060.000000,16080.000000,15840.000000,16020.000000,12885.560547,9191800
2010-03-23,16140.000000,16300.000000,16100.000000,16180.000000,13014.253906,9923300
2010-03-24,16300.000000,16500.000000,16260.000000,16380.000000,13175.121094,15926950
2010-03-25,16300.000000,16440.000000,16180.000000,16380.000000,13175.121094,9481650
2010-03-26,16460.000000,16500.000000,16240.000000,16400.000000,13191.208008,10481650
2010-03-29,16200.000000,16500.000000,16200.000000,16360.000000,13159.035156,7756350
2010-03-30,16540.000000,16580.000000,16240.000000,16280.000000,13094.688477,12042400
2010-03-31,16280.000000,16680.000000,16260.000000,16360.000000,13159.035156,21699800
2010-04-01,16520.000000,16900.000000,16480.000000,16900.000000,13593.376953,28068050
2010-04-02,16920.000000,17200.000000,16820.000000,17140.000000,13786.421875,20907050
2010-04-05,17220.000000,17400.000000,17140.000000,17400.000000,13995.551758,15201700
2010-04-06,17480.000000,17500.000000,17220.000000,17380.000000,13979.462891,16494250
2010-04-07,17300.000000,17380.000000,17040.000000,17180.000000,13818.594727,19418550
2010-04-08,17140.000000,17260.000000,17060.000000,17260.000000,13882.945313,13447700
2010-04-09,17280.000000,17320.000000,16960.000000,17120.000000,13770.335938,13757650
2010-04-12,17180.000000,17200.000000,16540.000000,16600.000000,13352.077148,24897000
2010-04-13,16680.000000,16680.000000,16300.000000,16560.000000,13319.903320,20446350
2010-04-14,16700.000000,16940.000000,16660.000000,16900.000000,13593.376953,15369350
2010-04-15,17240.000000,17240.000000,16880.000000,17100.000000,13754.248047,18248400
2010-04-16,17100.000000,17160.000000,16820.000000,16960.000000,13641.643555,11003100
2010-04-19,16740.000000,16800.000000,16520.000000,16540.000000,13303.814453,12357100
2010-04-20,16540.000000,16640.000000,16420.000000,16560.000000,13319.903320,13571500
2010-04-21,16760.000000,17060.000000,16700.000000,17040.000000,13705.984375,13200200
2010-04-22,16980.000000,16980.000000,16660.000000,16820.000000,13529.030273,17161750
2010-04-23,16960.000000,16960.000000,16560.000000,16600.000000,13352.077148,15442000
2010-04-26,16700.000000,16840.000000,16600.000000,16680.000000,13416.425781,13009350
2010-04-27,16620.000000,16760.000000,16540.000000,16700.000000,13432.510742,13040500
2010-04-28,16400.000000,16500.000000,16360.000000,16500.000000,13271.641602,16007500
2010-04-29,16600.000000,16620.000000,16320.000000,16500.000000,13271.641602,11337150
2010-04-30,16560.000000,17040.000000,16540.000000,16980.000000,13657.729492,22710850
2010-05-03,16900.000000,16900.000000,16540.000000,16580.000000,13335.988281,14553900
2010-05-04,16800.000000,16860.000000,16600.000000,16680.000000,13416.425781,9138450
2010-05-06,16340.000000,16380.000000,16200.000000,16280.000000,13094.688477,22570150
2010-05-07,15960.000000,15980.000000,15760.000000,15880.000000,12772.952148,37887000
2010-05-10,16000.000000,16100.000000,15940.000000,16060.000000,12917.735352,16435550
2010-05-11,16240.000000,16240.000000,15820.000000,15820.000000,12724.690430,22498000
2010-05-12,15940.000000,15960.000000,15640.000000,15780.000000,12692.516602,15759500
2010-05-13,15960.000000,16400.000000,15940.000000,16260.000000,13078.600586,15900650
2010-05-14,16120.000000,16240.000000,15980.000000,16200.000000,13030.340820,14674300
2010-05-17,15960.000000,15980.000000,15560.000000,15680.000000,12612.083008,26460950
2010-05-18,15800.000000,15900.000000,15680.000000,15840.000000,12740.776367,18143800
2010-05-19,15700.000000,15700.000000,15380.000000,15460.000000,12435.128906,17987050
2010-05-20,15300.000000,15440.000000,15100.000000,15120.000000,12161.652344,19772500
2010-05-24,14940.000000,15280.000000,14880.000000,15160.000000,12193.823242,17704300
2010-05-25,15000.000000,15120.000000,14720.000000,14820.000000,11920.348633,25489550
2010-05-26,15200.000000,15380.000000,14900.000000,15000.000000,12065.131836,22943950
2010-05-27,14880.000000,15500.000000,14820.000000,15440.000000,12419.039063,22173500
2010-05-28,15740.000000,15740.000000,15340.000000,15560.000000,12515.559570,22448950
2010-05-31,15440.000000,15620.000000,15360.000000,15520.000000,12483.384766,12774650
2010-06-01,15520.000000,15580.000000,15300.000000,15360.000000,12354.691406,11382350
2010-06-03,15600.000000,15680.000000,15480.000000,15540.000000,12499.474609,14649400
2010-06-04,15500.000000,15940.000000,15480.000000,15860.000000,12756.866211,12598850
2010-06-07,15580.000000,15740.000000,15540.000000,15740.000000,12660.344727,15161550
2010-06-08,15700.000000,15960.000000,15520.000000,15700.000000,12628.169922,14499800
2010-06-09,15840.000000,15840.000000,15320.000000,15400.000000,12386.868164,17914950
2010-06-10,15540.000000,15600.000000,15420.000000,15460.000000,12435.128906,17769350
2010-06-11,15700.000000,15940.000000,15660.000000,15940.000000,12821.210938,18283050
2010-06-14,15820.000000,16180.000000,15820.000000,16140.000000,12982.080078,12094650
2010-06-15,16200.000000,16200.000000,15960.000000,15960.000000,12837.294922,9528550
2010-06-16,16300.000000,16440.000000,16180.000000,16380.000000,13175.121094,18823500
2010-06-17,16240.000000,16340.000000,16200.000000,16340.000000,13142.948242,11648800
2010-06-18,16500.000000,16500.000000,16240.000000,16440.000000,13223.380859,9579500
2010-06-21,16600.000000,16780.000000,16500.000000,16600.000000,13352.077148,14230700
2010-06-22,16540.000000,16540.000000,16260.000000,16320.000000,13126.860352,14794100
2010-06-23,16220.000000,16220.000000,16000.000000,16100.000000,12949.908203,17489950
2010-06-24,16160.000000,16460.000000,16100.000000,16400.000000,13191.208008,14152200
2010-06-25,16180.000000,16200.000000,16040.000000,16100.000000,12949.908203,16982600
2010-06-28,16100.000000,16160.000000,15920.000000,15920.000000,12805.123047,13026700
2010-06-29,16020.000000,16080.000000,15740.000000,15840.000000,12821.313477,12560000
2010-06-30,15400.000000,15600.000000,15400.000000,15480.000000,12529.918945,26708450
2010-07-01,15580.000000,15600.000000,15200.000000,15320.000000,12400.410156,22206400
2010-07-02,15400.000000,15480.000000,15260.000000,15340.000000,12416.601563,11641100
2010-07-05,15260.000000,15400.000000,15220.000000,15340.000000,12416.601563,9995600
2010-07-06,15240.000000,15500.000000,15100.000000,15500.000000,12546.107422,17879550
2010-07-07,15600.000000,15620.000000,15300.000000,15380.000000,12448.975586,16180150
2010-07-08,15660.000000,15680.000000,15400.000000,15500.000000,12546.107422,14752850
2010-07-09,15580.000000,15920.000000,15460.000000,15920.000000,12886.065430,18605950
2010-07-12,15980.000000,16040.000000,15840.000000,16040.000000,12983.197266,12597450
2010-07-13,15960.000000,16160.000000,15880.000000,15920.000000,12886.065430,15339650
2010-07-14,16260.000000,16560.000000,16260.000000,16480.000000,13339.347656,33184600
2010-07-15,16500.000000,16500.000000,16360.000000,16400.000000,13274.593750,16063950
2010-07-16,16320.000000,16400.000000,16040.000000,16040.000000,12983.197266,16933400
2010-07-19,15720.000000,15980.000000,15720.000000,15900.000000,12869.879883,14586800
2010-07-20,15900.000000,16040.000000,15720.000000,15960.000000,12918.442383,11578400
2010-07-21,16340.000000,16360.000000,16120.000000,16340.000000,13226.024414,16558800
2010-07-22,16240.000000,16340.000000,16020.000000,16160.000000,13080.330078,15439550
2010-07-23,16300.000000,16340.000000,16140.000000,16220.000000,13128.894531,14112800
2010-07-26,16260.000000,16400.000000,16180.000000,16360.000000,13242.216797,10617450
2010-07-27,16480.000000,16600.000000,16420.000000,16580.000000,13420.286133,19088350
2010-07-28,16640.000000,16800.000000,16620.000000,16740.000000,13549.797852,23248200
2010-07-29,16780.000000,16800.000000,16480.000000,16540.000000,13387.912109,14865300
2010-07-30,16440.000000,16540.000000,16200.000000,16200.000000,13112.709961,16399000
2010-08-02,16340.000000,16360.000000,16200.000000,16200.000000,13112.709961,12455050
2010-08-03,16400.000000,16440.000000,16300.000000,16300.000000,13193.649414,13105950
2010-08-04,16340.000000,16360.000000,16120.000000,16120.000000,13047.951172,10616650
2010-08-05,16220.000000,16360.000000,16060.000000,16080.000000,13015.579102,14028550
2010-08-06,16200.000000,16200.000000,15980.000000,16020.000000,12967.009766,12296750
2010-08-09,15980.000000,16040.000000,15960.000000,16040.000000,12983.197266,9138150
2010-08-10,16000.000000,16080.000000,15820.000000,15860.000000,12837.501953,14060850
2010-08-11,15680.000000,15780.000000,15540.000000,15580.000000,12610.862305,17957900
2010-08-12,15360.000000,15540.000000,15300.000000,15320.000000,12400.410156,21360650
2010-08-13,15400.000000,15640.000000,15340.000000,15620.000000,12643.237305,14274900
2010-08-16,15460.000000,15660.000000,15340.000000,15640.000000,12659.427734,10280000
2010-08-17,15540.000000,15660.000000,15420.000000,15640.000000,12659.427734,14476450
2010-08-18,15680.000000,15700.000000,15480.000000,15560.000000,12594.672852,11715900
2010-08-19,15580.000000,15780.000000,15540.000000,15780.000000,12772.748047,12179900
2010-08-20,15600.000000,15720.000000,15540.000000,15680.000000,12691.802734,12330600
2010-08-23,15720.000000,15820.000000,15640.000000,15800.000000,12788.936523,9081550
2010-08-24,15700.000000,15720.000000,15500.000000,15660.000000,12675.617188,11365400
2010-08-25,15520.000000,15560.000000,15440.000000,15440.000000,12497.541016,9263250
2010-08-26,15440.000000,15660.000000,15400.000000,15460.000000,12513.733398,10440100
2010-08-27,15300.000000,15440.000000,15300.000000,15320.000000,12400.410156,12748200
2010-08-30,15500.000000,15560.000000,15440.000000,15520.000000,12562.294922,6984450
2010-08-31,15320.000000,15440.000000,15120.000000,15120.000000,12238.528320,22051950
2010-09-01,15240.000000,15260.000000,15000.000000,15040.000000,12173.771484,19451700
2010-09-02,15200.000000,15240.000000,14980.000000,15180.000000,12287.093750,18271500
2010-09-03,15220.000000,15280.000000,15120.000000,15220.000000,12319.469727,22082500
2010-09-06,15440.000000,15600.000000,15360.000000,15600.000000,12627.049805,19708650
2010-09-07,15660.000000,15800.000000,15500.000000,15760.000000,12756.559570,16036000
2010-09-08,15520.000000,15620.000000,15420.000000,15420.000000,12481.355469,10954600
2010-09-09,15340.000000,15480.000000,15120.000000,15120.000000,12238.528320,30825400
2010-09-10,15200.000000,15440.000000,15140.000000,15320.000000,12400.410156,13989000
2010-09-13,15400.000000,15520.000000,15320.000000,15400.000000,12465.163086,11741050
2010-09-14,15500.000000,15620.000000,15200.000000,15200.000000,12303.282227,18559950
2010-09-15,15260.000000,15340.000000,15020.000000,15140.000000,12254.710938,19441850
2010-09-16,15080.000000,15260.000000,15080.000000,15140.000000,12254.710938,11734100
2010-09-17,15240.000000,15560.000000,15160.000000,15460.000000,12513.733398,22369300
2010-09-20,15480.000000,15600.000000,15400.000000,15600.000000,12627.049805,14807550
2010-09-24,15580.000000,15600.000000,15160.000000,15240.000000,12335.659180,32766800
2010-09-27,15300.000000,15360.000000,15040.000000,15100.000000,12222.335938,25107150
2010-09-28,15100.000000,15120.000000,14900.000000,14900.000000,12060.451172,23315700
2010-09-29,15060.000000,15500.000000,15000.000000,15440.000000,12497.541016,35348050
2010-09-30,15440.000000,15580.000000,15340.000000,15540.000000,12578.488281,16855500
2010-10-01,15440.000000,15560.000000,15380.000000,15540.000000,12578.488281,14805750
2010-10-04,15600.000000,15620.000000,15480.000000,15600.000000,12627.049805,12835350
2010-10-05,15440.000000,15580.000000,15420.000000,15460.000000,12513.733398,14300150
2010-10-06,15560.000000,15880.000000,15520.000000,15860.000000,12837.501953,23555150
2010-10-07,15580.000000,15660.000000,15380.000000,15400.000000,12465.163086,25542150
2010-10-08,15260.000000,15320.000000,15060.000000,15160.000000,12270.902344,27125750
2010-10-11,15240.000000,15260.000000,15060.000000,15060.000000,12189.958984,18784450
2010-10-12,15040.000000,15120.000000,14920.000000,14920.000000,12076.640625,18391350
2010-10-13,15040.000000,15040.000000,14860.000000,14880.000000,12044.264648,20414700
2010-10-14,15060.000000,15060.000000,14840.000000,15000.000000,12141.395508,26710000
2010-10-15,15000.000000,15120.000000,14900.000000,15080.000000,12206.148438,24686150
2010-10-18,15140.000000,15240.000000,14960.000000,15020.000000,12157.582031,13804400
2010-10-19,15000.000000,15020.000000,14820.000000,14820.000000,11995.698242,19450000
2010-10-20,14800.000000,14980.000000,14700.000000,14900.000000,12060.451172,18474100
2010-10-21,14900.000000,15300.000000,14820.000000,15300.000000,12384.224609,28370400
2010-10-22,15460.000000,15540.000000,15340.000000,15540.000000,12578.488281,20425550
2010-10-25,15460.000000,15580.000000,15340.000000,15420.000000,12481.355469,12353450
2010-10-26,15360.000000,15420.000000,15160.000000,15260.000000,12351.846680,15629050
2010-10-27,15160.000000,15300.000000,15020.000000,15060.000000,12189.958984,16732750
2010-10-28,15200.000000,15300.000000,15060.000000,15280.000000,12368.034180,14631600
2010-10-29,15280.000000,15300.000000,14900.000000,14900.000000,12060.451172,23060950
2010-11-01,15060.000000,15060.000000,14860.000000,14940.000000,12092.829102,14837800
2010-11-02,14940.000000,14960.000000,14740.000000,14800.000000,11979.509766,16536700
2010-11-03,14800.000000,14980.000000,14780.000000,14800.000000,11979.509766,17874950
2010-11-04,14940.000000,15280.000000,14900.000000,15260.000000,12351.846680,27312500
2010-11-05,15600.000000,15800.000000,15500.000000,15520.000000,12562.294922,35165050
2010-11-08,15700.000000,15760.000000,15520.000000,15560.000000,12594.672852,13961400
2010-11-09,15680.000000,15680.000000,15340.000000,15480.000000,12529.918945,12801650
2010-11-10,15600.000000,15800.000000,15500.000000,15800.000000,12788.936523,21088000
2010-11-11,15860.000000,15980.000000,15340.000000,15340.000000,12416.601563,44525300
2010-11-12,15680.000000,15800.000000,15460.000000,15560.000000,12594.672852,28325650
2010-11-15,15720.000000,16300.000000,15700.000000,16160.000000,13080.330078,35892450
2010-11-16,16280.000000,16400.000000,16000.000000,16220.000000,13128.894531,29475050
2010-11-17,16020.000000,16080.000000,15900.000000,15900.000000,12869.879883,17123100
2010-11-18,15940.000000,16100.000000,15860.000000,15980.000000,12934.632813,13296000
2010-11-19,16160.000000,16380.000000,16000.000000,16360.000000,13242.216797,19355150
2010-11-22,16400.000000,16960.000000,16360.000000,16960.000000,13727.872070,36057400
2010-11-23,17000.000000,17020.000000,16680.000000,16800.000000,13598.361328,18280200
2010-11-24,16520.000000,17040.000000,16500.000000,17020.000000,13776.436523,31792000
2010-11-25,17060.000000,17060.000000,16760.000000,16900.000000,13679.302734,18359500
2010-11-26,16960.000000,16980.000000,16640.000000,16740.000000,13549.797852,15679300
2010-11-29,16700.000000,16920.000000,16620.000000,16720.000000,13533.607422,15401050
2010-11-30,16640.000000,16920.000000,16520.000000,16520.000000,13371.723633,21205500
2010-12-01,16480.000000,16560.000000,16280.000000,16400.000000,13274.593750,18777150
2010-12-02,16560.000000,17180.000000,16500.000000,17180.000000,13905.942383,30608400
2010-12-03,17400.000000,17940.000000,17340.000000,17880.000000,14472.541992,39373850
2010-12-06,17800.000000,17980.000000,17700.000000,17800.000000,14407.788086,16837550
2010-12-07,17740.000000,18420.000000,17700.000000,18020.000000,14585.859375,24906050
2010-12-08,18060.000000,18200.000000,17740.000000,17760.000000,14375.412109,16803250
2010-12-09,17700.000000,18360.000000,17680.000000,18340.000000,14844.876953,29422050
2010-12-10,18300.000000,18380.000000,18140.000000,18380.000000,14877.254883,12757050
2010-12-13,18380.000000,18640.000000,18320.000000,18600.000000,15055.333008,15359300
2010-12-14,18740.000000,18740.000000,18420.000000,18580.000000,15039.139648,22126100
2010-12-15,18500.000000,18500.000000,18200.000000,18320.000000,14828.690430,16449400
2010-12-16,18160.000000,18380.000000,18160.000000,18220.000000,14747.750000,11684200
2010-12-17,18280.000000,18580.000000,18240.000000,18520.000000,14990.576172,17297200
2010-12-20,18340.000000,18640.000000,18280.000000,18640.000000,15087.708008,16911750
2010-12-21,18620.000000,18800.000000,18500.000000,18720.000000,15152.459961,12599300
2010-12-22,18780.000000,19060.000000,18720.000000,18780.000000,15201.027344,16626800
2010-12-23,18720.000000,18760.000000,18500.000000,18720.000000,15152.459961,10985500
2010-12-24,18780.000000,18780.000000,18500.000000,18500.000000,14974.390625,8471650
2010-12-27,18500.000000,18600.000000,18300.000000,18440.000000,14925.819336,10524200
2010-12-28,18560.000000,19000.000000,18520.000000,18760.000000,15184.838867,15650700
2010-12-29,18700.000000,19020.000000,18640.000000,18900.000000,15380.141602,11918900
2010-12-30,18840.000000,19040.000000,18840.000000,18980.000000,15445.241211,9181500
2011-01-03,19100.000000,19320.000000,19000.000000,19160.000000,15591.720703,13241050
2011-01-04,19120.000000,19220.000000,18980.000000,19160.000000,15591.720703,13713100
2011-01-05,19100.000000,19100.000000,18840.000000,18840.000000,15331.316406,16787500
2011-01-06,18840.000000,18980.000000,18460.000000,18600.000000,15136.010742,19360400
2011-01-07,18300.000000,18580.000000,18280.000000,18420.000000,14989.533203,23139800
2011-01-10,18360.000000,18560.000000,18180.000000,18340.000000,14924.432617,18326750
2011-01-11,18340.000000,18440.000000,18160.000000,18260.000000,14859.330078,19550800
2011-01-12,18280.000000,18660.000000,18280.000000,18600.000000,15136.010742,20555800
2011-01-13,18980.000000,18980.000000,18340.000000,18440.000000,15005.808594,28239850
2011-01-14,18560.000000,18680.000000,18300.000000,18660.000000,15184.838867,15382350
2011-01-17,18900.000000,19020.000000,18800.000000,18980.000000,15445.241211,20582100
2011-01-18,19000.000000,19620.000000,18980.000000,19380.000000,15770.744141,29631350
2011-01-19,19580.000000,20000.000000,19320.000000,19940.000000,16226.458984,33343200
2011-01-20,19740.000000,19800.000000,19580.000000,19640.000000,15982.328125,15244400
2011-01-21,19520.000000,19680.000000,19400.000000,19420.000000,15803.298828,16666400
2011-01-24,19360.000000,19660.000000,19320.000000,19420.000000,15803.298828,13609350
2011-01-25,19440.000000,19800.000000,19420.000000,19500.000000,15868.401367,13970550
2011-01-26,19700.000000,19980.000000,19600.000000,19960.000000,16242.733398,13352500
2011-01-27,19900.000000,20040.000000,19820.000000,19880.000000,16177.630859,15367000
2011-01-28,19960.000000,20280.000000,19800.000000,20200.000000,16438.035156,19118950
2011-01-31,20180.000000,20200.000000,19620.000000,19620.000000,15966.053711,21411900
2011-02-01,19640.000000,19900.000000,19580.000000,19660.000000,15998.604492,13468450
2011-02-07,20040.000000,20080.000000,19440.000000,19440.000000,15819.573242,24252200
2011-02-08,19400.000000,19480.000000,19180.000000,19220.000000,15640.542969,30483500
2011-02-09,19460.000000,19460.000000,19020.000000,19200.000000,15624.268555,20984650
2011-02-10,19200.000000,19300.000000,18700.000000,18720.000000,15233.663086,30669300
2011-02-11,18700.000000,18860.000000,18260.000000,18300.000000,14891.884766,26489900
2011-02-14,18560.000000,19100.000000,18500.000000,19060.000000,15510.343750,19565800
2011-02-15,19260.000000,19400.000000,18940.000000,19160.000000,15591.720703,18105800
2011-02-16,19040.000000,19400.000000,18900.000000,18900.000000,15380.141602,15182650
2011-02-17,19060.000000,19260.000000,18860.000000,19080.000000,15526.621094,14348550
2011-02-18,19300.000000,19320.000000,19140.000000,19200.000000,15624.268555,10253850
2011-02-21,19280.000000,19300.000000,18840.000000,18960.000000,15428.963867,13750850
2011-02-22,18780.000000,18960.000000,18680.000000,18760.000000,15266.211914,12181550
2011-02-23,18500.000000,18820.000000,18500.000000,18600.000000,15136.010742,17193000
2011-02-24,18520.000000,18680.000000,18400.000000,18580.000000,15119.735352,18110900
2011-02-25,18560.000000,18660.000000,18460.000000,18520.000000,15070.905273,15181200
2011-02-28,18400.000000,18680.000000,18400.000000,18460.000000,15022.083008,16274800
2011-03-02,18280.000000,18460.000000,18240.000000,18360.000000,14940.711914,16134300
2011-03-03,18380.000000,18540.000000,18320.000000,18460.000000,15022.083008,18074200
2011-03-04,18680.000000,18900.000000,18540.000000,18900.000000,15380.141602,18569150
2011-03-07,18860.000000,18860.000000,18120.000000,18120.000000,14745.405273,31883600
2011-03-08,18220.000000,18240.000000,17880.000000,17980.000000,14631.474609,24905400
2011-03-09,18120.000000,18160.000000,17640.000000,17800.000000,14484.998047,26296300
2011-03-10,17580.000000,17680.000000,17320.000000,17320.000000,14094.392578,41630200
2011-03-11,17220.000000,17520.000000,17200.000000,17240.000000,14029.290039,26884000
2011-03-14,17600.000000,18020.000000,17060.000000,18000.000000,14647.752930,33325000
2011-03-15,18020.000000,18040.000000,17120.000000,17200.000000,13996.743164,36313200
2011-03-16,17700.000000,17900.000000,17440.000000,17720.000000,14419.901367,39939050
2011-03-17,17560.000000,17800.000000,17360.000000,17800.000000,14484.998047,22505200
2011-03-18,17840.000000,17900.000000,17660.000000,17820.000000,14501.274414,19166050
2011-03-21,17820.000000,17980.000000,17680.000000,17800.000000,14484.998047,14473500
2011-03-22,17840.000000,17940.000000,17400.000000,17500.000000,14240.870117,21810300
2011-03-23,17600.000000,17600.000000,17180.000000,17460.000000,14208.322266,25229000
2011-03-24,17600.000000,17760.000000,17480.000000,17600.000000,14322.244141,15392550
2011-03-25,17840.000000,18200.000000,17800.000000,18200.000000,14810.503906,31078100
2011-03-28,18300.000000,18440.000000,18180.000000,18320.000000,14908.157227,15890200
2011-03-29,18140.000000,18320.000000,18000.000000,18320.000000,14908.157227,17204100
2011-03-30,18320.000000,18580.000000,18320.000000,18520.000000,15070.905273,20685150
2011-03-31,18720.000000,18720.000000,18420.000000,18640.000000,15168.565430,26376550
2011-04-01,18720.000000,18800.000000,18540.000000,18800.000000,15298.766602,22471700
2011-04-04,18800.000000,18900.000000,18780.000000,18900.000000,15380.141602,16716750
2011-04-05,18960.000000,18960.000000,18700.000000,18900.000000,15380.141602,11922000
2011-04-06,18800.000000,18840.000000,18300.000000,18460.000000,15022.083008,27471850
2011-04-07,18500.000000,18700.000000,18100.000000,18180.000000,14794.232422,21781250
2011-04-08,18220.000000,18280.000000,17900.000000,17960.000000,14615.202148,25983450
2011-04-11,17960.000000,18140.000000,17760.000000,17880.000000,14550.102539,20582800
2011-04-12,17720.000000,17800.000000,17640.000000,17640.000000,14354.795898,15766950
2011-04-13,17740.000000,18020.000000,17600.000000,18020.000000,14664.028320,16627750
2011-04-14,18000.000000,18000.000000,17680.000000,18000.000000,14647.752930,25265700
2011-04-15,17960.000000,17980.000000,17640.000000,17760.000000,14452.447266,22274750
2011-04-18,17820.000000,17840.000000,17320.000000,17340.000000,14110.668945,27418700
2011-04-19,17060.000000,17500.000000,17060.000000,17500.000000,14240.870117,23078650
2011-04-20,17780.000000,18320.000000,17720.000000,18320.000000,14908.157227,32044250
2011-04-21,18600.000000,18740.000000,18360.000000,18560.000000,15103.459961,27071850
2011-04-22,18480.000000,18540.000000,18040.000000,18080.000000,14712.855469,18825450
2011-04-25,18020.000000,18220.000000,17780.000000,17780.000000,14468.723633,14338950
2011-04-26,17980.000000,17980.000000,17600.000000,17940.000000,14598.930664,19174650
2011-04-27,18340.000000,18540.000000,18220.000000,18480.000000,15038.362305,26379400
2011-04-28,18480.000000,18540.000000,17980.000000,18000.000000,14647.752930,20803400
2011-04-29,18020.000000,18160.000000,17600.000000,17860.000000,14533.823242,21415000
2011-05-02,18200.000000,18740.000000,18080.000000,18640.000000,15168.565430,32544850
2011-05-03,18720.000000,18800.000000,18440.000000,18760.000000,15266.211914,25366500
2011-05-04,18600.000000,18680.000000,18000.000000,18300.000000,14891.884766,25769850
2011-05-06,17980.000000,18280.000000,17900.000000,17980.000000,14631.474609,23637450
2011-05-09,18160.000000,18220.000000,17820.000000,17820.000000,14501.274414,13543350
2011-05-11,17780.000000,17900.000000,17640.000000,17840.000000,14517.549805,22363750
2011-05-12,17720.000000,18020.000000,17660.000000,17700.000000,14403.622070,27616100
2011-05-13,17920.000000,18480.000000,17800.000000,18320.000000,14908.157227,33438000
